year,month,site_code,indicateur,sous_indicateur,unite,value,value_crise
2014,6,PLF,Causes d'hospitalisation,Obstétrique,séjours,154.82,159.24
2014,7,PLF,Causes d'hospitalisation,Obstétrique,séjours,187.99,119.43
2014,8,PLF,Causes d'hospitalisation,Obstétrique,séjours,176.93,119.43
2014,9,PLF,Causes d'hospitalisation,Obstétrique,séjours,165.88,238.86
2014,10,PLF,Causes d'hospitalisation,Obstétrique,séjours,165.88,437.91
2014,11,PLF,Causes d'hospitalisation,Obstétrique,séjours,176.93,477.72
2014,12,PLF,Causes d'hospitalisation,Obstétrique,séjours,265.4,318.48
2014,1,CFX,Causes d'hospitalisation,Obstétrique,séjours,221.17,238.86
2014,2,CFX,Causes d'hospitalisation,Obstétrique,séjours,199.05,199.05
2014,3,CFX,Causes d'hospitalisation,Obstétrique,séjours,176.93,557.34
2014,4,CFX,Causes d'hospitalisation,Obstétrique,séjours,165.88,756.39
2014,5,CFX,Causes d'hospitalisation,Obstétrique,séjours,154.82,358.29
2014,6,CFX,Causes d'hospitalisation,Obstétrique,séjours,154.82,159.24
2014,7,CFX,Causes d'hospitalisation,Obstétrique,séjours,187.99,119.43
2014,8,CFX,Causes d'hospitalisation,Obstétrique,séjours,176.93,119.43
2014,9,CFX,Causes d'hospitalisation,Obstétrique,séjours,165.88,238.86
2014,10,CFX,Causes d'hospitalisation,Obstétrique,séjours,165.88,437.91
2014,11,CFX,Causes d'hospitalisation,Obstétrique,séjours,176.93,477.72
2014,12,CFX,Causes d'hospitalisation,Obstétrique,séjours,265.4,318.48
2015,1,PLF,Causes d'hospitalisation,Obstétrique,séjours,218.05,235.49
2015,2,PLF,Causes d'hospitalisation,Obstétrique,séjours,196.25,196.25
2015,3,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,549.49
2015,4,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,745.73
2015,5,PLF,Causes d'hospitalisation,Obstétrique,séjours,152.63,353.24
2015,6,PLF,Causes d'hospitalisation,Obstétrique,séjours,152.63,157.0
2015,7,PLF,Causes d'hospitalisation,Obstétrique,séjours,185.34,117.75
2015,8,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,117.75
2015,9,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,235.49
2015,10,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,431.74
2015,11,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,470.99
2015,12,PLF,Causes d'hospitalisation,Obstétrique,séjours,261.66,313.99
2015,1,CFX,Causes d'hospitalisation,Obstétrique,séjours,218.05,235.49
2015,2,CFX,Causes d'hospitalisation,Obstétrique,séjours,196.25,196.25
2015,3,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,549.49
2015,4,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,745.73
2015,5,CFX,Causes d'hospitalisation,Obstétrique,séjours,152.63,353.24
2015,6,CFX,Causes d'hospitalisation,Obstétrique,séjours,152.63,157.0
2015,7,CFX,Causes d'hospitalisation,Obstétrique,séjours,185.34,117.75
2015,8,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,117.75
2015,9,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,235.49
2015,10,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,431.74
2015,11,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,470.99
2015,12,CFX,Causes d'hospitalisation,Obstétrique,séjours,261.66,313.99
2016,1,PLF,Causes d'hospitalisation,Obstétrique,séjours,218.05,235.49
2016,2,PLF,Causes d'hospitalisation,Obstétrique,séjours,196.25,196.25
2016,3,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,549.49
2016,4,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,745.73
2016,5,PLF,Causes d'hospitalisation,Obstétrique,séjours,152.63,353.24
2016,6,PLF,Causes d'hospitalisation,Obstétrique,séjours,152.63,157.0
2016,7,PLF,Causes d'hospitalisation,Obstétrique,séjours,185.34,117.75
2016,8,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,117.75
2016,9,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,235.49
2016,10,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,431.74
2016,11,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,470.99
2016,12,PLF,Causes d'hospitalisation,Obstétrique,séjours,261.66,313.99
2016,1,CFX,Causes d'hospitalisation,Obstétrique,séjours,218.05,235.49
2016,2,CFX,Causes d'hospitalisation,Obstétrique,séjours,196.25,196.25
2016,3,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,549.49
2016,4,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,745.73
2016,5,CFX,Causes d'hospitalisation,Obstétrique,séjours,152.63,353.24
2016,6,CFX,Causes d'hospitalisation,Obstétrique,séjours,152.63,157.0
2016,7,CFX,Causes d'hospitalisation,Obstétrique,séjours,185.34,117.75
2016,8,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,117.75
2016,9,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,235.49
2016,10,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,431.74
2016,11,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,470.99
2016,12,CFX,Causes d'hospitalisation,Obstétrique,séjours,261.66,313.99
2017,1,PLF,Causes d'hospitalisation,Obstétrique,séjours,218.05,235.49
2017,2,PLF,Causes d'hospitalisation,Obstétrique,séjours,196.25,196.25
2017,3,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,549.49
2017,4,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,745.73
2017,5,PLF,Causes d'hospitalisation,Obstétrique,séjours,152.63,353.24
2017,6,PLF,Causes d'hospitalisation,Obstétrique,séjours,152.63,157.0
2017,7,PLF,Causes d'hospitalisation,Obstétrique,séjours,185.34,117.75
2017,8,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,117.75
2017,9,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,235.49
2017,10,PLF,Causes d'hospitalisation,Obstétrique,séjours,163.54,431.74
2017,11,PLF,Causes d'hospitalisation,Obstétrique,séjours,174.44,470.99
2017,12,PLF,Causes d'hospitalisation,Obstétrique,séjours,261.66,313.99
2017,1,CFX,Causes d'hospitalisation,Obstétrique,séjours,218.05,235.49
2017,2,CFX,Causes d'hospitalisation,Obstétrique,séjours,196.25,196.25
2017,3,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,549.49
2017,4,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,745.73
2017,5,CFX,Causes d'hospitalisation,Obstétrique,séjours,152.63,353.24
2017,6,CFX,Causes d'hospitalisation,Obstétrique,séjours,152.63,157.0
2017,7,CFX,Causes d'hospitalisation,Obstétrique,séjours,185.34,117.75
2017,8,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,117.75
2017,9,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,235.49
2017,10,CFX,Causes d'hospitalisation,Obstétrique,séjours,163.54,431.74
2017,11,CFX,Causes d'hospitalisation,Obstétrique,séjours,174.44,470.99
2017,12,CFX,Causes d'hospitalisation,Obstétrique,séjours,261.66,313.99
2011,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2339.45,2526.61
2011,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2105.51,2105.51
2011,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5895.41
2011,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,8000.92
2011,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,3789.91
2011,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,1684.4
2011,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1988.53,1263.3
2011,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,1263.3
2011,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,2526.61
2011,10,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,4632.11
2011,11,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5053.21
2011,12,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2807.34,3368.81
2011,1,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2339.45,2526.61
2011,2,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2105.51,2105.51
2011,3,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5895.41
2011,4,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,8000.92
2011,5,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,3789.91
2011,6,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,1684.4
2011,7,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1988.53,1263.3
2011,8,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,1263.3
2011,9,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,2526.61
2011,10,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,4632.11
2011,11,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5053.21
2011,12,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2807.34,3368.81
2012,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2339.45,2526.61
2012,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2105.51,2105.51
2012,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5895.41
2012,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,8000.92
2012,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,3789.91
2012,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,1684.4
2012,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1988.53,1263.3
2012,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,1263.3
2012,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,2526.61
2012,10,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,4632.11
2012,11,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5053.21
2012,12,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2807.34,3368.81
2012,1,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2339.45,2526.61
2012,2,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2105.51,2105.51
2012,3,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5895.41
2012,4,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,8000.92
2012,5,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,3789.91
2012,6,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1637.62,1684.4
2012,7,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1988.53,1263.3
2012,8,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,1263.3
2012,9,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,2526.61
2012,10,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1754.59,4632.11
2012,11,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1871.56,5053.21
2012,12,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2807.34,3368.81
2013,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2543.25,2746.71
2013,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2288.93,2288.93
2013,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2034.6,6408.99
2013,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1907.44,8697.92
2013,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1780.28,4120.06
2013,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1780.28,1831.14
2013,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2161.76,1373.36
2013,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2034.6,1373.36
2013,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1907.44,2746.71
2013,10,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1907.44,5035.64
2013,11,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2034.6,5493.42
2013,12,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3051.9,3662.28
2013,1,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2543.25,2746.71
2013,2,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2288.93,2288.93
2013,3,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2034.6,6408.99
2013,4,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1907.44,8697.92
2013,5,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1780.28,4120.06
2013,6,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1780.28,1831.14
2013,7,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2161.76,1373.36
2013,8,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2034.6,1373.36
2013,9,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1907.44,2746.71
2013,10,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1907.44,5035.64
2013,11,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2034.6,5493.42
2013,12,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3051.9,3662.28
2014,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2747.05,2966.81
2014,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2472.34,2472.34
2014,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2197.64,6922.57
2014,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2060.29,9394.91
2014,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1922.93,4450.22
2014,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1922.93,1977.88
2014,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2334.99,1483.41
2014,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2197.64,1483.41
2014,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2060.29,2966.81
2014,10,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2060.29,5439.16
2014,11,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2197.64,5933.63
2014,12,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3296.46,3955.75
2014,1,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2747.05,2966.81
2014,2,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2472.34,2472.34
2014,3,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2197.64,6922.57
2014,4,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2060.29,9394.91
2014,5,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1922.93,4450.22
2014,6,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,1922.93,1977.88
2014,7,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2334.99,1483.41
2014,8,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2197.64,1483.41
2014,9,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2060.29,2966.81
2014,10,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2060.29,5439.16
2014,11,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2197.64,5933.63
2014,12,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3296.46,3955.75
2015,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2950.85,3186.92
2015,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2655.76,2655.76
2015,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,7436.14
2015,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,10091.91
2015,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,4780.38
2015,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,2124.61
2015,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2508.22,1593.46
2015,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,1593.46
2015,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,3186.92
2015,10,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,5842.68
2015,11,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,6373.84
2015,12,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3541.02,4249.22
2015,1,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2950.85,3186.92
2015,2,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2655.76,2655.76
2015,3,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,7436.14
2015,4,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,10091.91
2015,5,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,4780.38
2015,6,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,2124.61
2015,7,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2508.22,1593.46
2015,8,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,1593.46
2015,9,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,3186.92
2015,10,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,5842.68
2015,11,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,6373.84
2015,12,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3541.02,4249.22
2016,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2950.85,3186.92
2016,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2655.76,2655.76
2016,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,7436.14
2016,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,10091.91
2016,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,4780.38
2016,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,2124.61
2016,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2508.22,1593.46
2016,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,1593.46
2016,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,3186.92
2016,10,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,5842.68
2016,11,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,6373.84
2016,12,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3541.02,4249.22
2016,1,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2950.85,3186.92
2016,2,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2655.76,2655.76
2016,3,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,7436.14
2016,4,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,10091.91
2016,5,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,4780.38
2016,6,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,2124.61
2016,7,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2508.22,1593.46
2016,8,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,1593.46
2016,9,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,3186.92
2016,10,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,5842.68
2016,11,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,6373.84
2016,12,CFX,Causes d'hospitalisation,Pathologies cancéreuses,séjours,3541.02,4249.22
2017,1,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2950.85,3186.92
2017,2,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2655.76,2655.76
2017,3,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,7436.14
2017,4,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,10091.91
2017,5,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,4780.38
2017,6,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2065.59,2124.61
2017,7,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2508.22,1593.46
2017,8,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2360.68,1593.46
2017,9,PLF,Causes d'hospitalisation,Pathologies cancéreuses,séjours,2213.14,3186.92
