year,month,site_code,indicateur,sous_indicateur,unite,value,value_crise
2014,11,PLF,Actes,Actes opératoires,actes,1917.0,4600.8
2014,12,PLF,Actes,Actes opératoires,actes,2875.5,3067.2
2014,1,CFX,Actes,Actes opératoires,actes,2396.25,2300.4
2014,2,CFX,Actes,Actes opératoires,actes,2156.62,1917.0
2014,3,CFX,Actes,Actes opératoires,actes,1917.0,5367.6
2014,4,CFX,Actes,Actes opératoires,actes,1797.19,7284.6
2014,5,CFX,Actes,Actes opératoires,actes,1677.38,3450.6
2014,6,CFX,Actes,Actes opératoires,actes,1677.38,1533.6
2014,7,CFX,Actes,Actes opératoires,actes,2036.81,1150.2
2014,8,CFX,Actes,Actes opératoires,actes,1917.0,1150.2
2014,9,CFX,Actes,Actes opératoires,actes,1797.19,2300.4
2014,10,CFX,Actes,Actes opératoires,actes,1797.19,4217.4
2014,11,CFX,Actes,Actes opératoires,actes,1917.0,4600.8
2014,12,CFX,Actes,Actes opératoires,actes,2875.5,3067.2
2015,1,PLF,Actes,Actes opératoires,actes,2396.25,2300.4
2015,2,PLF,Actes,Actes opératoires,actes,2156.62,1917.0
2015,3,PLF,Actes,Actes opératoires,actes,1917.0,5367.6
2015,4,PLF,Actes,Actes opératoires,actes,1797.19,7284.6
2015,5,PLF,Actes,Actes opératoires,actes,1677.38,3450.6
2015,6,PLF,Actes,Actes opératoires,actes,1677.38,1533.6
2015,7,PLF,Actes,Actes opératoires,actes,2036.81,1150.2
2015,8,PLF,Actes,Actes opératoires,actes,1917.0,1150.2
2015,9,PLF,Actes,Actes opératoires,actes,1797.19,2300.4
2015,10,PLF,Actes,Actes opératoires,actes,1797.19,4217.4
2015,11,PLF,Actes,Actes opératoires,actes,1917.0,4600.8
2015,12,PLF,Actes,Actes opératoires,actes,2875.5,3067.2
2015,1,CFX,Actes,Actes opératoires,actes,2396.25,2300.4
2015,2,CFX,Actes,Actes opératoires,actes,2156.62,1917.0
2015,3,CFX,Actes,Actes opératoires,actes,1917.0,5367.6
2015,4,CFX,Actes,Actes opératoires,actes,1797.19,7284.6
2015,5,CFX,Actes,Actes opératoires,actes,1677.38,3450.6
2015,6,CFX,Actes,Actes opératoires,actes,1677.38,1533.6
2015,7,CFX,Actes,Actes opératoires,actes,2036.81,1150.2
2015,8,CFX,Actes,Actes opératoires,actes,1917.0,1150.2
2015,9,CFX,Actes,Actes opératoires,actes,1797.19,2300.4
2015,10,CFX,Actes,Actes opératoires,actes,1797.19,4217.4
2015,11,CFX,Actes,Actes opératoires,actes,1917.0,4600.8
2015,12,CFX,Actes,Actes opératoires,actes,2875.5,3067.2
2016,1,PLF,Actes,Actes opératoires,actes,2396.25,2300.4
2016,2,PLF,Actes,Actes opératoires,actes,2156.62,1917.0
2016,3,PLF,Actes,Actes opératoires,actes,1917.0,5367.6
2016,4,PLF,Actes,Actes opératoires,actes,1797.19,7284.6
2016,5,PLF,Actes,Actes opératoires,actes,1677.38,3450.6
2016,6,PLF,Actes,Actes opératoires,actes,1677.38,1533.6
2016,7,PLF,Actes,Actes opératoires,actes,2036.81,1150.2
2016,8,PLF,Actes,Actes opératoires,actes,1917.0,1150.2
2016,9,PLF,Actes,Actes opératoires,actes,1797.19,2300.4
2016,10,PLF,Actes,Actes opératoires,actes,1797.19,4217.4
2016,11,PLF,Actes,Actes opératoires,actes,1917.0,4600.8
2016,12,PLF,Actes,Actes opératoires,actes,2875.5,3067.2
2016,1,CFX,Actes,Actes opératoires,actes,2396.25,2300.4
2016,2,CFX,Actes,Actes opératoires,actes,2156.62,1917.0
2016,3,CFX,Actes,Actes opératoires,actes,1917.0,5367.6
2016,4,CFX,Actes,Actes opératoires,actes,1797.19,7284.6
2016,5,CFX,Actes,Actes opératoires,actes,1677.38,3450.6
2016,6,CFX,Actes,Actes opératoires,actes,1677.38,1533.6
2016,7,CFX,Actes,Actes opératoires,actes,2036.81,1150.2
2016,8,CFX,Actes,Actes opératoires,actes,1917.0,1150.2
2016,9,CFX,Actes,Actes opératoires,actes,1797.19,2300.4
2016,10,CFX,Actes,Actes opératoires,actes,1797.19,4217.4
2016,11,CFX,Actes,Actes opératoires,actes,1917.0,4600.8
2016,12,CFX,Actes,Actes opératoires,actes,2875.5,3067.2
2017,1,PLF,Actes,Actes opératoires,actes,2396.25,2300.4
2017,2,PLF,Actes,Actes opératoires,actes,2156.62,1917.0
2017,3,PLF,Actes,Actes opératoires,actes,1917.0,5367.6
2017,4,PLF,Actes,Actes opératoires,actes,1797.19,7284.6
2017,5,PLF,Actes,Actes opératoires,actes,1677.38,3450.6
2017,6,PLF,Actes,Actes opératoires,actes,1677.38,1533.6
2017,7,PLF,Actes,Actes opératoires,actes,2036.81,1150.2
2017,8,PLF,Actes,Actes opératoires,actes,1917.0,1150.2
2017,9,PLF,Actes,Actes opératoires,actes,1797.19,2300.4
2017,10,PLF,Actes,Actes opératoires,actes,1797.19,4217.4
2017,11,PLF,Actes,Actes opératoires,actes,1917.0,4600.8
2017,12,PLF,Actes,Actes opératoires,actes,2875.5,3067.2
2017,1,CFX,Actes,Actes opératoires,actes,2396.25,2300.4
2017,2,CFX,Actes,Actes opératoires,actes,2156.62,1917.0
2017,3,CFX,Actes,Actes opératoires,actes,1917.0,5367.6
2017,4,CFX,Actes,Actes opératoires,actes,1797.19,7284.6
2017,5,CFX,Actes,Actes opératoires,actes,1677.38,3450.6
2017,6,CFX,Actes,Actes opératoires,actes,1677.38,1533.6
2017,7,CFX,Actes,Actes opératoires,actes,2036.81,1150.2
2017,8,CFX,Actes,Actes opératoires,actes,1917.0,1150.2
2017,9,CFX,Actes,Actes opératoires,actes,1797.19,2300.4
2017,10,CFX,Actes,Actes opératoires,actes,1797.19,4217.4
2017,11,CFX,Actes,Actes opératoires,actes,1917.0,4600.8
2017,12,CFX,Actes,Actes opératoires,actes,2875.5,3067.2
2011,1,PLF,Consultations,Consultations externes,consultations,65704.7,63076.51
2011,2,PLF,Consultations,Consultations externes,consultations,59134.23,52563.76
2011,3,PLF,Consultations,Consultations externes,consultations,52563.76,147178.53
2011,4,PLF,Consultations,Consultations externes,consultations,49278.53,199742.29
2011,5,PLF,Consultations,Consultations externes,consultations,45993.29,94614.77
2011,6,PLF,Consultations,Consultations externes,consultations,45993.29,42051.01
2011,7,PLF,Consultations,Consultations externes,consultations,55849.0,31538.26
2011,8,PLF,Consultations,Consultations externes,consultations,52563.76,31538.26
2011,9,PLF,Consultations,Consultations externes,consultations,49278.53,63076.51
2011,10,PLF,Consultations,Consultations externes,consultations,49278.53,115640.27
2011,11,PLF,Consultations,Consultations externes,consultations,52563.76,126153.02
2011,12,PLF,Consultations,Consultations externes,consultations,78845.64,84102.02
2011,1,CFX,Consultations,Consultations externes,consultations,391.1,375.46
2011,2,CFX,Consultations,Consultations externes,consultations,351.99,312.88
2011,3,CFX,Consultations,Consultations externes,consultations,312.88,876.06
2011,4,CFX,Consultations,Consultations externes,consultations,293.32,1188.94
2011,5,CFX,Consultations,Consultations externes,consultations,273.77,563.18
2011,6,CFX,Consultations,Consultations externes,consultations,273.77,250.3
2011,7,CFX,Consultations,Consultations externes,consultations,332.44,187.73
2011,8,CFX,Consultations,Consultations externes,consultations,312.88,187.73
2011,9,CFX,Consultations,Consultations externes,consultations,293.32,375.46
2011,10,CFX,Consultations,Consultations externes,consultations,293.32,688.34
2011,11,CFX,Consultations,Consultations externes,consultations,312.88,750.91
2011,12,CFX,Consultations,Consultations externes,consultations,469.32,500.61
2012,1,PLF,Consultations,Consultations externes,consultations,65704.7,63076.51
2012,2,PLF,Consultations,Consultations externes,consultations,59134.23,52563.76
2012,3,PLF,Consultations,Consultations externes,consultations,52563.76,147178.53
2012,4,PLF,Consultations,Consultations externes,consultations,49278.53,199742.29
2012,5,PLF,Consultations,Consultations externes,consultations,45993.29,94614.77
2012,6,PLF,Consultations,Consultations externes,consultations,45993.29,42051.01
2012,7,PLF,Consultations,Consultations externes,consultations,55849.0,31538.26
2012,8,PLF,Consultations,Consultations externes,consultations,52563.76,31538.26
2012,9,PLF,Consultations,Consultations externes,consultations,49278.53,63076.51
2012,10,PLF,Consultations,Consultations externes,consultations,49278.53,115640.27
2012,11,PLF,Consultations,Consultations externes,consultations,52563.76,126153.02
2012,12,PLF,Consultations,Consultations externes,consultations,78845.64,84102.02
2012,1,CFX,Consultations,Consultations externes,consultations,391.1,375.46
2012,2,CFX,Consultations,Consultations externes,consultations,351.99,312.88
2012,3,CFX,Consultations,Consultations externes,consultations,312.88,876.06
2012,4,CFX,Consultations,Consultations externes,consultations,293.32,1188.94
2012,5,CFX,Consultations,Consultations externes,consultations,273.77,563.18
2012,6,CFX,Consultations,Consultations externes,consultations,273.77,250.3
2012,7,CFX,Consultations,Consultations externes,consultations,332.44,187.73
2012,8,CFX,Consultations,Consultations externes,consultations,312.88,187.73
2012,9,CFX,Consultations,Consultations externes,consultations,293.32,375.46
2012,10,CFX,Consultations,Consultations externes,consultations,293.32,688.34
2012,11,CFX,Consultations,Consultations externes,consultations,312.88,750.91
2012,12,CFX,Consultations,Consultations externes,consultations,469.32,500.61
2013,1,PLF,Consultations,Consultations externes,consultations,63948.22,61390.29
2013,2,PLF,Consultations,Consultations externes,consultations,57553.4,51158.58
2013,3,PLF,Consultations,Consultations externes,consultations,51158.58,143244.02
2013,4,PLF,Consultations,Consultations externes,consultations,47961.17,194402.59
2013,5,PLF,Consultations,Consultations externes,consultations,44763.76,92085.44
2013,6,PLF,Consultations,Consultations externes,consultations,44763.76,40926.86
2013,7,PLF,Consultations,Consultations externes,consultations,54355.99,30695.15
2013,8,PLF,Consultations,Consultations externes,consultations,51158.58,30695.15
2013,9,PLF,Consultations,Consultations externes,consultations,47961.17,61390.29
2013,10,PLF,Consultations,Consultations externes,consultations,47961.17,112548.87
2013,11,PLF,Consultations,Consultations externes,consultations,51158.58,122780.59
2013,12,PLF,Consultations,Consultations externes,consultations,76737.87,81853.72
2013,1,CFX,Consultations,Consultations externes,consultations,380.64,365.42
2013,2,CFX,Consultations,Consultations externes,consultations,342.58,304.52
2013,3,CFX,Consultations,Consultations externes,consultations,304.52,852.64
2013,4,CFX,Consultations,Consultations externes,consultations,285.48,1157.16
2013,5,CFX,Consultations,Consultations externes,consultations,266.45,548.13
2013,6,CFX,Consultations,Consultations externes,consultations,266.45,243.61
2013,7,CFX,Consultations,Consultations externes,consultations,323.55,182.71
2013,8,CFX,Consultations,Consultations externes,consultations,304.52,182.71
2013,9,CFX,Consultations,Consultations externes,consultations,285.48,365.42
2013,10,CFX,Consultations,Consultations externes,consultations,285.48,669.94
2013,11,CFX,Consultations,Consultations externes,consultations,304.52,730.84
2013,12,CFX,Consultations,Consultations externes,consultations,456.77,487.23
2014,1,PLF,Consultations,Consultations externes,consultations,62191.74,59704.07
2014,2,PLF,Consultations,Consultations externes,consultations,55972.57,49753.39
2014,3,PLF,Consultations,Consultations externes,consultations,49753.4,139309.51
2014,4,PLF,Consultations,Consultations externes,consultations,46643.81,189062.9
2014,5,PLF,Consultations,Consultations externes,consultations,43534.22,89556.11
2014,6,PLF,Consultations,Consultations externes,consultations,43534.22,39802.72
2014,7,PLF,Consultations,Consultations externes,consultations,52862.98,29852.04
2014,8,PLF,Consultations,Consultations externes,consultations,49753.4,29852.04
2014,9,PLF,Consultations,Consultations externes,consultations,46643.81,59704.07
2014,10,PLF,Consultations,Consultations externes,consultations,46643.81,109457.47
2014,11,PLF,Consultations,Consultations externes,consultations,49753.4,119408.15
2014,12,PLF,Consultations,Consultations externes,consultations,74630.09,79605.43
2014,1,CFX,Consultations,Consultations externes,consultations,370.19,355.38
2014,2,CFX,Consultations,Consultations externes,consultations,333.17,296.15
2014,3,CFX,Consultations,Consultations externes,consultations,296.15,829.23
2014,4,CFX,Consultations,Consultations externes,consultations,277.64,1125.38
2014,5,CFX,Consultations,Consultations externes,consultations,259.13,533.07
2014,6,CFX,Consultations,Consultations externes,consultations,259.13,236.92
2014,7,CFX,Consultations,Consultations externes,consultations,314.66,177.69
2014,8,CFX,Consultations,Consultations externes,consultations,296.15,177.69
2014,9,CFX,Consultations,Consultations externes,consultations,277.64,355.38
2014,10,CFX,Consultations,Consultations externes,consultations,277.64,651.53
2014,11,CFX,Consultations,Consultations externes,consultations,296.15,710.76
2014,12,CFX,Consultations,Consultations externes,consultations,444.23,473.84
2015,1,PLF,Consultations,Consultations externes,consultations,60435.27,58017.86
2015,2,PLF,Consultations,Consultations externes,consultations,54391.74,48348.21
2015,3,PLF,Consultations,Consultations externes,consultations,48348.21,135375.0
2015,4,PLF,Consultations,Consultations externes,consultations,45326.45,183723.21
2015,5,PLF,Consultations,Consultations externes,consultations,42304.69,87026.78
2015,6,PLF,Consultations,Consultations externes,consultations,42304.69,38678.57
2015,7,PLF,Consultations,Consultations externes,consultations,51369.98,29008.93
2015,8,PLF,Consultations,Consultations externes,consultations,48348.21,29008.93
2015,9,PLF,Consultations,Consultations externes,consultations,45326.45,58017.86
2015,10,PLF,Consultations,Consultations externes,consultations,45326.45,106366.07
2015,11,PLF,Consultations,Consultations externes,consultations,48348.21,116035.71
2015,12,PLF,Consultations,Consultations externes,consultations,72522.32,77357.14
2015,1,CFX,Consultations,Consultations externes,consultations,359.73,345.34
2015,2,CFX,Consultations,Consultations externes,consultations,323.76,287.79
2015,3,CFX,Consultations,Consultations externes,consultations,287.79,805.8
2015,4,CFX,Consultations,Consultations externes,consultations,269.8,1093.59
2015,5,CFX,Consultations,Consultations externes,consultations,251.81,518.02
2015,6,CFX,Consultations,Consultations externes,consultations,251.81,230.23
2015,7,CFX,Consultations,Consultations externes,consultations,305.77,172.67
2015,8,CFX,Consultations,Consultations externes,consultations,287.79,172.67
2015,9,CFX,Consultations,Consultations externes,consultations,269.8,345.34
2015,10,CFX,Consultations,Consultations externes,consultations,269.8,633.13
2015,11,CFX,Consultations,Consultations externes,consultations,287.79,690.69
2015,12,CFX,Consultations,Consultations externes,consultations,431.68,460.46
2016,1,PLF,Consultations,Consultations externes,consultations,64078.78,61515.63
2016,2,PLF,Consultations,Consultations externes,consultations,57670.9,51263.02
2016,3,PLF,Consultations,Consultations externes,consultations,51263.02,143536.46
2016,4,PLF,Consultations,Consultations externes,consultations,48059.08,194799.49
2016,5,PLF,Consultations,Consultations externes,consultations,44855.14,92273.44
2016,6,PLF,Consultations,Consultations externes,consultations,44855.14,41010.42
2016,7,PLF,Consultations,Consultations externes,consultations,54466.96,30757.81
2016,8,PLF,Consultations,Consultations externes,consultations,51263.02,30757.81
2016,9,PLF,Consultations,Consultations externes,consultations,48059.08,61515.63
2016,10,PLF,Consultations,Consultations externes,consultations,48059.08,112778.65
2016,11,PLF,Consultations,Consultations externes,consultations,51263.02,123031.25
2016,12,PLF,Consultations,Consultations externes,consultations,76894.53,82020.84
2016,1,CFX,Consultations,Consultations externes,consultations,381.42,366.17
2016,2,CFX,Consultations,Consultations externes,consultations,343.28,305.14
2016,3,CFX,Consultations,Consultations externes,consultations,305.14,854.38
2016,4,CFX,Consultations,Consultations externes,consultations,286.07,1159.52
2016,5,CFX,Consultations,Consultations externes,consultations,267.0,549.25
2016,6,CFX,Consultations,Consultations externes,consultations,267.0,244.11
2016,7,CFX,Consultations,Consultations externes,consultations,324.21,183.08
2016,8,CFX,Consultations,Consultations externes,consultations,305.14,183.08
2016,9,CFX,Consultations,Consultations externes,consultations,286.07,366.17
2016,10,CFX,Consultations,Consultations externes,consultations,286.07,671.3
2016,11,CFX,Consultations,Consultations externes,consultations,305.14,732.33
2016,12,CFX,Consultations,Consultations externes,consultations,457.71,488.22
2017,1,PLF,Consultations,Consultations externes,consultations,64078.78,61515.63
2017,2,PLF,Consultations,Consultations externes,consultations,57670.9,51263.02
2017,3,PLF,Consultations,Consultations externes,consultations,51263.02,143536.46
2017,4,PLF,Consultations,Consultations externes,consultations,48059.08,194799.49
2017,5,PLF,Consultations,Consultations externes,consultations,44855.14,92273.44
2017,6,PLF,Consultations,Consultations externes,consultations,44855.14,41010.42
2017,7,PLF,Consultations,Consultations externes,consultations,54466.96,30757.81
2017,8,PLF,Consultations,Consultations externes,consultations,51263.02,30757.81
2017,9,PLF,Consultations,Consultations externes,consultations,48059.08,61515.63
2017,10,PLF,Consultations,Consultations externes,consultations,48059.08,112778.65
2017,11,PLF,Consultations,Consultations externes,consultations,51263.02,123031.25
2017,12,PLF,Consultations,Consultations externes,consultations,76894.53,82020.84
2017,1,CFX,Consultations,Consultations externes,consultations,381.42,366.17
2017,2,CFX,Consultations,Consultations externes,consultations,343.28,305.14
2017,3,CFX,Consultations,Consultations externes,consultations,305.14,854.38
2017,4,CFX,Consultations,Consultations externes,consultations,286.07,1159.52
2017,5,CFX,Consultations,Consultations externes,consultations,267.0,549.25
2017,6,CFX,Consultations,Consultations externes,consultations,267.0,244.11
2017,7,CFX,Consultations,Consultations externes,consultations,324.21,183.08
2017,8,CFX,Consultations,Consultations externes,consultations,305.14,183.08
2017,9,CFX,Consultations,Consultations externes,consultations,286.07,366.17
2017,10,CFX,Consultations,Consultations externes,consultations,286.07,671.3
2017,11,CFX,Consultations,Consultations externes,consultations,305.14,732.33
2017,12,CFX,Consultations,Consultations externes,consultations,457.71,488.22
2011,1,PLF,Greffes,Transplantations,greffes,15.7,15.07
2011,2,PLF,Greffes,Transplantations,greffes,14.13,12.56
2011,3,PLF,Greffes,Transplantations,greffes,12.56,35.17
2011,4,PLF,Greffes,Transplantations,greffes,11.78,47.73
2011,5,PLF,Greffes,Transplantations,greffes,10.99,22.61
2011,6,PLF,Greffes,Transplantations,greffes,10.99,10.05
2011,7,PLF,Greffes,Transplantations,greffes,13.35,7.54
2011,8,PLF,Greffes,Transplantations,greffes,12.56,7.54
2011,9,PLF,Greffes,Transplantations,greffes,11.78,15.07
2011,10,PLF,Greffes,Transplantations,greffes,11.78,27.63
2011,11,PLF,Greffes,Transplantations,greffes,12.56,30.14
2011,12,PLF,Greffes,Transplantations,greffes,18.84,20.1
2011,1,CFX,Greffes,Transplantations,greffes,15.7,15.07
2011,2,CFX,Greffes,Transplantations,greffes,14.13,12.56
2011,3,CFX,Greffes,Transplantations,greffes,12.56,35.17
2011,4,CFX,Greffes,Transplantations,greffes,11.78,47.73
2011,5,CFX,Greffes,Transplantations,greffes,10.99,22.61
2011,6,CFX,Greffes,Transplantations,greffes,10.99,10.05
2011,7,CFX,Greffes,Transplantations,greffes,13.35,7.54
2011,8,CFX,Greffes,Transplantations,greffes,12.56,7.54
2011,9,CFX,Greffes,Transplantations,greffes,11.78,15.07
2011,10,CFX,Greffes,Transplantations,greffes,11.78,27.63
2011,11,CFX,Greffes,Transplantations,greffes,12.56,30.14
2011,12,CFX,Greffes,Transplantations,greffes,18.84,20.1
2012,1,PLF,Greffes,Transplantations,greffes,15.7,15.07
2012,2,PLF,Greffes,Transplantations,greffes,14.13,12.56
2012,3,PLF,Greffes,Transplantations,greffes,12.56,35.17
2012,4,PLF,Greffes,Transplantations,greffes,11.78,47.73
2012,5,PLF,Greffes,Transplantations,greffes,10.99,22.61
2012,6,PLF,Greffes,Transplantations,greffes,10.99,10.05
2012,7,PLF,Greffes,Transplantations,greffes,13.35,7.54
2012,8,PLF,Greffes,Transplantations,greffes,12.56,7.54
2012,9,PLF,Greffes,Transplantations,greffes,11.78,15.07
2012,10,PLF,Greffes,Transplantations,greffes,11.78,27.63
2012,11,PLF,Greffes,Transplantations,greffes,12.56,30.14
2012,12,PLF,Greffes,Transplantations,greffes,18.84,20.1
2012,1,CFX,Greffes,Transplantations,greffes,15.7,15.07
2012,2,CFX,Greffes,Transplantations,greffes,14.13,12.56
2012,3,CFX,Greffes,Transplantations,greffes,12.56,35.17
2012,4,CFX,Greffes,Transplantations,greffes,11.78,47.73
2012,5,CFX,Greffes,Transplantations,greffes,10.99,22.61
2012,6,CFX,Greffes,Transplantations,greffes,10.99,10.05
2012,7,CFX,Greffes,Transplantations,greffes,13.35,7.54
2012,8,CFX,Greffes,Transplantations,greffes,12.56,7.54
2012,9,CFX,Greffes,Transplantations,greffes,11.78,15.07
2012,10,CFX,Greffes,Transplantations,greffes,11.78,27.63
2012,11,CFX,Greffes,Transplantations,greffes,12.56,30.14
2012,12,CFX,Greffes,Transplantations,greffes,18.84,20.1
2013,1,PLF,Greffes,Transplantations,greffes,16.77,16.1
2013,2,PLF,Greffes,Transplantations,greffes,15.09,13.41
2013,3,PLF,Greffes,Transplantations,greffes,13.41,37.56
2013,4,PLF,Greffes,Transplantations,greffes,12.58,50.97
2013,5,PLF,Greffes,Transplantations,greffes,11.74,24.14
2013,6,PLF,Greffes,Transplantations,greffes,11.74,10.73
2013,7,PLF,Greffes,Transplantations,greffes,14.25,8.05
2013,8,PLF,Greffes,Transplantations,greffes,13.41,8.05
2013,9,PLF,Greffes,Transplantations,greffes,12.58,16.1
2013,10,PLF,Greffes,Transplantations,greffes,12.58,29.51
2013,11,PLF,Greffes,Transplantations,greffes,13.41,32.19
2013,12,PLF,Greffes,Transplantations,greffes,20.12,21.46
2013,1,CFX,Greffes,Transplantations,greffes,16.77,16.1
2013,2,CFX,Greffes,Transplantations,greffes,15.09,13.41
2013,3,CFX,Greffes,Transplantations,greffes,13.41,37.56
2013,4,CFX,Greffes,Transplantations,greffes,12.58,50.97
2013,5,CFX,Greffes,Transplantations,greffes,11.74,24.14
2013,6,CFX,Greffes,Transplantations,greffes,11.74,10.73
2013,7,CFX,Greffes,Transplantations,greffes,14.25,8.05
2013,8,CFX,Greffes,Transplantations,greffes,13.41,8.05
2013,9,CFX,Greffes,Transplantations,greffes,12.58,16.1
2013,10,CFX,Greffes,Transplantations,greffes,12.58,29.51
2013,11,CFX,Greffes,Transplantations,greffes,13.41,32.19
2013,12,CFX,Greffes,Transplantations,greffes,20.12,21.46
2014,1,PLF,Greffes,Transplantations,greffes,17.83,17.12
2014,2,PLF,Greffes,Transplantations,greffes,16.05,14.27
2014,3,PLF,Greffes,Transplantations,greffes,14.27,39.95
2014,4,PLF,Greffes,Transplantations,greffes,13.37,54.21
2014,5,PLF,Greffes,Transplantations,greffes,12.48,25.68
2014,6,PLF,Greffes,Transplantations,greffes,12.48,11.41
